id,title,prod_url,ci_url,test_url
https://smart-api.info/ui/1d288b3a3caf75d541ffaae3aab386c8,BioThings SEMMEDDB API,https://biothings.ncats.io/semmeddb/query/,https://biothings.ci.transltr.io/semmeddb/query/,https://biothings.test.transltr.io/semmeddb/query/
https://smart-api.info/ui/ac9c2ad11c5c442a1a1271223468ced1,RaMP API v1.0.1,https://rampdb.nih.gov/query/,,
https://smart-api.info/ui/5c8740542b4444d4f85c2e23c670b952,Gene-List Network Enrichment Analysis,,https://translator.broadinstitute.org/gelinea-trapi/v1.5/query/,https://molepro-gelinea-trapi.test.transltr.io/gelinea-trapi/v1.5/query/
https://smart-api.info/ui/71fa2e0f0f1fe1ec67f4ddb719db5ef3,Text Mined Cooccurrence API,https://cooccurrence.transltr.io/query/,https://cooccurrence.ci.transltr.io/query/,https://cooccurrence.test.transltr.io/query/
https://smart-api.info/ui/d4290b6b5741e6da6cc6a6f42e0cfdb5,COHD TRAPI,https://cohd-api.transltr.io/api/query/,https://cohd.io/api/query/,https://cohd-api.test.transltr.io/api/query/
https://smart-api.info/ui/a8be4ea3fe8fa80a952ead0b3c5e4bc1,Microbiome KP - TRAPI 1.5.0,https://multiomics.transltr.io/mbkp/query/,https://multiomics.ci.transltr.io/mbkp/query/,https://multiomics.test.transltr.io/mbkp/query/
https://smart-api.info/ui/a6b575139cfd429b0a87f825a625d036,RTX KG2 - TRAPI 1.5.0,https://kg2cploverdb.transltr.io/query/,https://kg2cploverdb.ci.transltr.io/query/,https://kg2cploverdb.test.transltr.io/query/
https://smart-api.info/ui/dc91716f44207d2e1287c727f281d339,BioThings Explorer (BTE) TRAPI,https://bte.transltr.io/v1/query/,https://api.bte.ncats.io/v1/query/,https://bte.test.transltr.io/v1/query/
https://smart-api.info/ui/415c3b1a85ead4ceb58caf00dee9b24e,imProving Agent for TRAPI 1.5,https://ia.transltr.io/api/v1.5/query/,https://ia.healthdatascience.cloud/api/v1.5/query/,https://ia.test.transltr.io/api/v1.5/query/
https://smart-api.info/ui/3f78d3fb8a7a577fbc7cc0a913ac3fc5,Automat-panther(Trapi v1.5.0),https://automat.transltr.io/panther/query/,https://automat.renci.org/panther/query/,https://automat.test.transltr.io/panther/query/
https://smart-api.info/ui/6f4dd91bc56fce4f597bc44153cf418e,Automat-ehr-clinical-connections-kp(Trapi v1.5.0),,https://automat.renci.org/ehr-clinical-connections-kp/query/,
https://smart-api.info/ui/a5fe24f987331b58191e67598118f369,Automat-hetionet(Trapi v1.5.0),https://automat.transltr.io/hetio/query/,https://automat.renci.org/hetio/query/,https://automat.test.transltr.io/hetio/query/
https://smart-api.info/ui/03e63fbd5ed251bce08cb5801b6b169b,ARAX Translator Reasoner - TRAPI 1.5.0,https://arax.transltr.io/api/arax/v1.4/query/,https://arax.ncats.io/devLM/api/arax/v1.4/query/,https://arax.test.transltr.io/api/arax/v1.4/query/
https://smart-api.info/ui/55a223c6c6e0291dbd05f2faf27d16f4,BioThings BioPlanet Pathway-Disease API,https://biothings.ncats.io/bioplanet_pathway_disease/query/,https://biothings.ci.transltr.io/bioplanet_pathway_disease/query/,https://biothings.test.transltr.io/bioplanet_pathway_disease/query/
https://smart-api.info/ui/c563a58be4aacb68d10ba0ceb6b52255,mediKanren,https://medikanren-trapi.transltr.io/query/,https://medikanren-trapi.ci.transltr.io/query/,https://medikanren-trapi.test.transltr.io/query/
https://smart-api.info/ui/412af63e15b73e5a30778aac84ce313f,Connections Hypothesis Provider API,https://chp-api.transltr.io/query/,https://chp-api.ci.transltr.io/query/,https://chp-api.test.transltr.io/query/
https://smart-api.info/ui/1138c3297e8e403b6ac10cff5609b319,BioThings repoDB API,https://biothings.ncats.io/repodb/query/,https://biothings.ci.transltr.io/repodb/query/,https://biothings.test.transltr.io/repodb/query/
https://smart-api.info/ui/38e9e5169a72aee3659c9ddba956790d,BioThings BindingDB API,https://biothings.ncats.io/bindingdb/query/,https://biothings.ci.transltr.io/bindingdb/query/,https://biothings.test.transltr.io/bindingdb/query/
https://smart-api.info/ui/36f82f05705c317bac17ddae3a0ea2f0,Service Provider TRAPI,https://bte.transltr.io/v1/team/Service%20Provider/query/,https://api.bte.ncats.io/v1/team/Service%20Provider/query/,https://bte.test.transltr.io/v1/team/Service%20Provider/query/
https://smart-api.info/ui/a5b0ec6bfde5008984d4b6cde402d61f,BioThings HPO API,https://biothings.ncats.io/hpo/query/,https://biothings.ci.transltr.io/hpo/query/,https://biothings.test.transltr.io/hpo/query/
https://smart-api.info/ui/8601da411b8681dbbc32239ceb0f1a55,Knowledge Collaboratory API,https://collaboratory-api.transltr.io/query/,https://collaboratory-api.ci.transltr.io/query/,https://collaboratory-api.test.transltr.io/query/
https://smart-api.info/ui/1dad992a6ce8f680e59a5ea09d90670d,Aragorn(Trapi v1.5.0),https://aragorn.transltr.io/aragorn/query/,https://aragorn.renci.org/aragorn/query/,https://aragorn.test.transltr.io/aragorn/query/
https://smart-api.info/ui/7f70cdfaeb801501da08dacc294e8b9f,SPOKE KP for TRAPI 1.5,https://spokekp.transltr.io/api/v1.5/query/,https://spokekp.healthdatascience.cloud/api/v1.5/query/,https://spokekp.test.transltr.io/api/v1.5/query/
https://smart-api.info/ui/59dce17363dce279d389100834e43648,MyGene.info API,https://mygene.info/v3/query/,,
https://smart-api.info/ui/adf20dd6ff23dfe18e8e012bde686e31,Multiomics BigGIM-DrugResponse KP API,https://biothings.ncats.io/biggim_drugresponse_kp/query/,https://biothings.ci.transltr.io/biggim_drugresponse_kp/query/,https://biothings.test.transltr.io/biggim_drugresponse_kp/query/
https://smart-api.info/ui/1c2eb8d02b4796c6a657c3363c0657dc,Sri-node-normalizer(Trapi v1.5.0),https://nodenorm.transltr.io/1.5/query/,https://nodenormalization-sri.renci.org/1.5/query/,https://nodenorm.test.transltr.io/1.5/query/
https://smart-api.info/ui/43af91b3d7cae43591083bff9d75c6dd,EBI Proteins API,https://www.ebi.ac.uk/proteins/api/query/,,
https://smart-api.info/ui/db981dff8d93dcb0cfab5dbee8afbb40,Genetics Data Provider for NCATS Biomedical Translator Reasoners,https://genetics-kp.transltr.io/genetics_provider/trapi/v1.5/query/,https://translator.broadinstitute.org/genetics_provider/trapi/v1.5/query/,https://genetics-kp.test.transltr.io/genetics_provider/trapi/v1.5/query/
https://smart-api.info/ui/1901bab8d33bb70b124f400ec1cfdba3,MolePro,https://molepro-trapi.transltr.io/molepro/trapi/v1.5/query/,https://translator.broadinstitute.org/molepro/trapi/v1.5/query/,https://molepro-trapi.test.transltr.io/molepro/trapi/v1.5/query/
https://smart-api.info/ui/02f84c50043e94970316568439b7b384,Biolink Lookup,https://biolink-lookup.transltr.io/query/,https://bl-lookup-sri.renci.org/query/,https://biolink-lookup.test.transltr.io/query/
https://smart-api.info/ui/6a3507ad6f709844d1b2b89691898a93,Workflow-runner(Trapi v1.5.0),https://translator-workflow-runner.transltr.io/query/,https://translator-workflow-runner.ci.transltr.io/query/,https://translator-workflow-runner.test.transltr.io/query/
https://smart-api.info/ui/00fb85fc776279163199e6c50f6ddfc6,BioThings DDInter API,https://biothings.ncats.io/ddinter/query/,https://biothings.ci.transltr.io/ddinter/query/,https://biothings.test.transltr.io/ddinter/query/
https://smart-api.info/ui/aa9c668df9d217409891cc7afb7ac039,Text Mined Cooccurrence API,,https://cooccurrence.ci.transltr.io/query/,
https://smart-api.info/ui/e3edd325c76f2992a111b43a907a4870,BioThings DGIdb API,https://biothings.ncats.io/dgidb/query/,https://biothings.ci.transltr.io/dgidb/query/,https://biothings.test.transltr.io/dgidb/query/
https://smart-api.info/ui/316eab811fd9ef1097df98bcaa9f7361,BioThings GTRx API,https://biothings.ncats.io/gtrx/query/,https://biothings.ci.transltr.io/gtrx/query/,https://biothings.test.transltr.io/gtrx/query/
https://smart-api.info/ui/ec6d76016ef40f284359d17fbf78df20,BioThings UBERON API,https://biothings.ncats.io/uberon/query/,https://biothings.ci.transltr.io/uberon/query/,https://biothings.test.transltr.io/uberon/query/
https://smart-api.info/ui/1c056ffc7ed0dd1229e71c4752239465,Ontology Lookup Service API,https://www.ebi.ac.uk/ols/api/query/,,
https://smart-api.info/ui/edc04feaf16c12424737988ce2e90d60,Drug Approvals KP - TRAPI 1.5.0,https://multiomics.transltr.io/dakp/query/,https://multiomics.ci.transltr.io/dakp/query/,https://multiomics.test.transltr.io/dakp/query/
https://smart-api.info/ui/6dcc5454fe4e0095090d8a956781c438,Sri-answer-appraiser(Trapi v1.5.0),https://answerappraiser.transltr.io/query/,https://answerappraiser.ci.transltr.io/query/,https://answerappraiser.test.transltr.io/query/
https://smart-api.info/ui/326eb1e437303bee27d3cef29227125d,Complex Portal Web Service,https://www.ebi.ac.uk/intact/complex-ws/query/,,
https://smart-api.info/ui/1b6de23ed3c4e0713b20794477ba1e39,Multiomics KP - TRAPI 1.5.0,https://multiomics.transltr.io/mokp/query/,https://multiomics.ci.transltr.io/mokp/query/,https://multiomics.test.transltr.io/mokp/query/
https://smart-api.info/ui/f82c01b15c46e024212c1a3271aaef0b,Automat-ctd(Trapi v1.5.0),https://automat.transltr.io/ctd/query/,https://automat.renci.org/ctd/query/,https://automat.test.transltr.io/ctd/query/
https://smart-api.info/ui/9995fed757acd034ef099dbb483c4c82,Sri-name-resolver,https://name-lookup.transltr.io/query/,https://name-resolution-sri.renci.org/query/,https://name-lookup.test.transltr.io/query/
https://smart-api.info/ui/b48c34df08d16311e3bca06b135b828d,BioThings SuppKG API,https://biothings.ncats.io/suppkg/query/,https://biothings.ci.transltr.io/suppkg/query/,https://biothings.test.transltr.io/suppkg/query/
https://smart-api.info/ui/f1b8f64c316a01d1722f0fb842499fe5,BioThings FooDB API,https://biothings.ncats.io/foodb/query/,https://biothings.ci.transltr.io/foodb/query/,https://biothings.test.transltr.io/foodb/query/
https://smart-api.info/ui/b772ebfbfa536bba37764d7fddb11d6f,BioThings RARe-SOURCE API,https://biothings.ncats.io/rare_source/query/,https://biothings.ci.transltr.io/rare_source/query/,https://biothings.test.transltr.io/rare_source/query/
https://smart-api.info/ui/1c9be9e56f93f54192dcac203f21c357,BioThings mabs API,,https://biothings.ci.transltr.io/mabs/query/,
https://smart-api.info/ui/77ed27f111262d0289ed4f4071faa619,BioThings MGIgene2phenotype API,https://biothings.ncats.io/mgigene2phenotype/query/,https://biothings.ci.transltr.io/mgigene2phenotype/query/,https://biothings.test.transltr.io/mgigene2phenotype/query/
https://smart-api.info/ui/0a1c0f46f4950b82b1aa7dad27aad10a,Automat-hmdb(Trapi v1.5.0),https://automat.transltr.io/hmdb/query/,https://automat.renci.org/hmdb/query/,https://automat.test.transltr.io/hmdb/query/
https://smart-api.info/ui/fe8bb783ff710ab4e176f38c5f7777af,Answer-coalesce(Trapi v1.5.0),https://answer-coalesce.transltr.io/query/,https://answercoalesce.renci.org/query/,https://answer-coalesce.test.transltr.io/query/
https://smart-api.info/ui/09c8782d9f4027712e65b95424adba79,MyVariant.info API,https://myvariant.info/v1/query/,,
https://smart-api.info/ui/0212611d1c670f9107baf00b77f0889a,CTD API,https://ctdbase.org/query/,,
https://smart-api.info/ui/b99c6dd64abcefe87dcd0a51c249ee6d,BioThings BioPlanet Pathway-Gene API,https://biothings.ncats.io/bioplanet_pathway_gene/query/,https://biothings.ci.transltr.io/bioplanet_pathway_gene/query/,https://biothings.test.transltr.io/bioplanet_pathway_gene/query/
https://smart-api.info/ui/8671309d2b94e413a4c1f9a9f82e4660,Automat-hgnc(Trapi v1.5.0),https://automat.transltr.io/hgnc/query/,https://automat.renci.org/hgnc/query/,https://automat.test.transltr.io/hgnc/query/
https://smart-api.info/ui/32f36164fabed5d3abe6c2fd899c9418,BioThings IDISK API,https://biothings.ncats.io/idisk/query/,https://biothings.ci.transltr.io/idisk/query/,https://biothings.test.transltr.io/idisk/query/
https://smart-api.info/ui/895ec14a3650ec7ad85959a2d1554e2f,BioThings FoodData Central API,https://biothings.ncats.io/fooddata/query/,https://biothings.ci.transltr.io/fooddata/query/,https://biothings.test.transltr.io/fooddata/query/
https://smart-api.info/ui/02af7d098ab304e80d6f4806c3527027,Multiomics Wellness KP API,https://biothings.ncats.io/multiomics_wellness_kp/query/,https://biothings.ci.transltr.io/multiomics_wellness_kp/query/,https://biothings.test.transltr.io/multiomics_wellness_kp/query/
https://smart-api.info/ui/34bad236d77bea0a0ee6c6cba5be54a6,BioThings GO Molecular Function API,https://biothings.ncats.io/go_mf/query/,https://biothings.ci.transltr.io/go_mf/query/,https://biothings.test.transltr.io/go_mf/query/
https://smart-api.info/ui/f339b28426e7bf72028f60feefcd7465,BioThings GO Cellular Component API,https://biothings.ncats.io/go_cc/query/,https://biothings.ci.transltr.io/go_cc/query/,https://biothings.test.transltr.io/go_cc/query/
https://smart-api.info/ui/bde72db681ec0b8f9eeb67bb6b8dd72c,PharmGKB REST API,https://api.pharmgkb.org/v1/query/,,
https://smart-api.info/ui/68f12100e74342ae0dd5013d5f453194,BioThings AGR API,https://biothings.ncats.io/agr/query/,https://biothings.ci.transltr.io/agr/query/,https://biothings.test.transltr.io/agr/query/
https://smart-api.info/ui/e9eb40ff7ad712e4e6f4f04b964b5966,BioThings InnateDB API,https://biothings.ncats.io/innatedb/query/,https://biothings.ci.transltr.io/innatedb/query/,https://biothings.test.transltr.io/innatedb/query/
https://smart-api.info/ui/03283cc2b21c077be6794e1704b1d230,BioThings Rhea API,https://biothings.ncats.io/rhea/query/,https://biothings.ci.transltr.io/rhea/query/,https://biothings.test.transltr.io/rhea/query/
https://smart-api.info/ui/5a4c41bf2076b469a0e9cfcf2f2b8f29,Translator Annotation Service,https://biothings.ncats.io/annotator/query/,,
https://smart-api.info/ui/c359a127dc8824d90cef436d3dce71d4,Cqs(Trapi v1.5.0),,https://cqs.ci.transltr.io/query/,https://cqs.test.transltr.io/query/
https://smart-api.info/ui/1f47552dabd67351d4c625adb0a10d00,BioThings EBIgene2phenotype API,https://biothings.ncats.io/ebigene2phenotype/query/,https://biothings.ci.transltr.io/ebigene2phenotype/query/,https://biothings.test.transltr.io/ebigene2phenotype/query/
https://smart-api.info/ui/4c12efd48ced755ac4b72b1922202ec2,Autonomous Relay System (ARS) TRAPI,https://ars-prod.transltr.io/ars/api/submit/,https://ars-dev.transltr.io/query/,https://ars.test.transltr.io/ars/api/submit/
https://smart-api.info/ui/a7f784626a426d054885a5f33f17d3f8,BioThings DISEASES API,https://biothings.ncats.io/DISEASES/query/,https://biothings.ci.transltr.io/DISEASES/query/,https://biothings.test.transltr.io/DISEASES/query/
https://smart-api.info/ui/025600054bd8d6fb14ee66ee9d4a9830,OpenPredict API,https://openpredict.transltr.io/query/,https://openpredict.ci.transltr.io/query/,https://openpredict.test.transltr.io/query/
https://smart-api.info/ui/671b45c0301c8624abbd26ae78449ca2,MyDisease.info API,https://mydisease.info/v1/query/,,
https://smart-api.info/ui/eb4e66886fe5c178ae41977cea2c6307,Automat-ehr-may-treat-kp(Trapi v1.5.0),,https://automat.renci.org/ehr-may-treat-kp/query/,
https://smart-api.info/ui/a9d6ee341d8ea4c7d3ae9ed0941cb274,Automat-binding-db(Trapi v1.5.0),https://automat.transltr.io/binding-db/query/,https://automat.renci.org/binding-db/query/,https://automat.test.transltr.io/binding-db/query/
https://smart-api.info/ui/1f277e1563fcfd124bfae2cc3c4bcdec,QuickGO API,https://www.ebi.ac.uk/QuickGO/services/query/,,
https://smart-api.info/ui/edeb26858bd27d0322af93e7a9e08761,BioThings PFOCR API,https://biothings.ncats.io/pfocr/query/,https://biothings.ci.transltr.io/pfocr/query/,https://biothings.test.transltr.io/pfocr/query/
https://smart-api.info/ui/cc857d5b7c8b7609b5bbb38ff990bfff,BioThings GO Biological Process API,https://biothings.ncats.io/go_bp/query/,https://biothings.ci.transltr.io/go_bp/query/,https://biothings.test.transltr.io/go_bp/query/
https://smart-api.info/ui/2aca41fc6c3dc426ec6583d42603be02,Automat-viral-proteome(Trapi v1.5.0),https://automat.transltr.io/viral-proteome/query/,https://automat.renci.org/viral-proteome/query/,https://automat.test.transltr.io/viral-proteome/query/
https://smart-api.info/ui/4f9c8853b721ef1f14ecee6d92fc19b5,Automat-robokop(Trapi v1.5.0),https://automat.transltr.io/robokopkg/query/,https://automat.renci.org/robokopkg/query/,https://automat.test.transltr.io/robokopkg/query/
https://smart-api.info/ui/8f08d1446e0bb9c2b323713ce83e2bd3,MyChem.info API,https://mychem.info/v1/query/,,
https://smart-api.info/ui/1f057c53d42694686369f0e542f965c6,Automat-pharos(Trapi v1.5.0),https://automat.transltr.io/pharos/query/,https://automat.renci.org/pharos/query/,https://automat.test.transltr.io/pharos/query/
https://smart-api.info/ui/978fe380a147a8641caf72320862697b,Text Mining Targeted Association API,https://biothings.ncats.io/text_mining_targeted_association/query/,https://biothings.ci.transltr.io/text_mining_targeted_association/query/,https://biothings.test.transltr.io/text_mining_targeted_association/query/
https://smart-api.info/ui/eef72049e4e01c020b7799f711e0e65b,Automat-gtex(Trapi v1.5.0),https://automat.transltr.io/gtex/query/,https://automat.renci.org/gtex/query/,https://automat.test.transltr.io/gtex/query/
https://smart-api.info/ui/759df287a21c30cd514df323be02a84b,Automat-gtopdb(Trapi v1.5.0),https://automat.transltr.io/gtopdb/query/,https://automat.renci.org/gtopdb/query/,https://automat.test.transltr.io/gtopdb/query/
https://smart-api.info/ui/b4023595664163e0aec5e825da150e16,Automat-intact(Trapi v1.5.0),https://automat.transltr.io/intact/query/,https://automat.renci.org/intact/query/,https://automat.test.transltr.io/intact/query/
https://smart-api.info/ui/d22b657426375a5295e7da8a303b9893,Monarch API,https://api-v3.monarchinitiative.org/query/,,
https://smart-api.info/ui/e481efd21f8e8c1deac05662439c2294,Biothings Therapeutic Target Database API,https://biothings.ncats.io/ttd/query/,https://biothings.ci.transltr.io/ttd/query/,https://biothings.test.transltr.io/ttd/query/
https://smart-api.info/ui/7ab0209ea8590341d8e5d0166cac3d2f,Automat-cam-kp(Trapi v1.5.0),https://automat.transltr.io/cam-kp/query/,https://automat.renci.org/cam-kp/query/,https://automat.test.transltr.io/cam-kp/query/
https://smart-api.info/ui/b4c868db33b95b4890faeeefd5800552,Automat-genome-alliance(Trapi v1.5.0),https://automat.transltr.io/genome-alliance/query/,https://automat.renci.org/genome-alliance/query/,https://automat.test.transltr.io/genome-alliance/query/
https://smart-api.info/ui/6b88f83127513bd350e6962218ea84f4,Automat-monarchinitiative(Trapi v1.5.0),https://automat.transltr.io/monarch-kg/query/,https://automat.renci.org/monarch-kg/query/,https://automat.test.transltr.io/monarch-kg/query/
https://smart-api.info/ui/d86a24f6027ffe778f84ba10a7a1861a,Multiomics EHR Risk KP API,https://biothings.ncats.io/multiomics_ehr_risk_kp/query/,https://biothings.ci.transltr.io/multiomics_ehr_risk_kp/query/,https://biothings.test.transltr.io/multiomics_ehr_risk_kp/query/
https://smart-api.info/ui/c64d583402f21cc85810d33befe49c86,Automat-icees-kg(Trapi v1.5.0),https://automat.transltr.io/icees-kg/query/,https://automat.renci.org/icees-kg/query/,https://automat.test.transltr.io/icees-kg/query/
https://smart-api.info/ui/349fed5531c094c33f10c071efe9d0de,Automat-gwas-catalog(Trapi v1.5.0),https://automat.transltr.io/gwas-catalog/query/,https://automat.renci.org/gwas-catalog/query/,https://automat.test.transltr.io/gwas-catalog/query/
https://smart-api.info/ui/dde0552a37fc136526216148ff7594a0,Automat-ubergraph(Trapi v1.5.0),https://automat.transltr.io/ubergraph/query/,https://automat.renci.org/ubergraph/query/,https://automat.test.transltr.io/ubergraph/query/
https://smart-api.info/ui/cb7a43d444cb3dcbe8e3c78d314334cf,Automat-human-goa(Trapi v1.5.0),https://automat.transltr.io/human-goa/query/,https://automat.renci.org/human-goa/query/,https://automat.test.transltr.io/human-goa/query/
https://smart-api.info/ui/61b41c5d9b90eb8ad16e037f9a87d593,Automat-reactome(Trapi v1.5.0),https://automat.transltr.io/reactome/query/,https://automat.renci.org/reactome/query/,https://automat.test.transltr.io/reactome/query/
https://smart-api.info/ui/dca415f2d792976af9d642b7e73f7a41,LitVar API,https://www.ncbi.nlm.nih.gov/research/bionlp/litvar/api/v1/query/,,
https://smart-api.info/ui/7984a621a28c109c5c09f65fed0e7ea7,Automat-string-db(Trapi v1.5.0),https://automat.transltr.io/string-db/query/,https://automat.renci.org/string-db/query/,https://automat.test.transltr.io/string-db/query/
https://smart-api.info/ui/673b9fc76973dfa5fe3ed151fdbfc807,Automat-drug-central(Trapi v1.5.0),https://automat.transltr.io/drugcentral/query/,https://automat.renci.org/drugcentral/query/,https://automat.test.transltr.io/drugcentral/query/
https://smart-api.info/ui/e51073371d7049b9643e1edbdd61bcbd,Clinical Trials KP - TRAPI 1.5.0,https://multiomics.transltr.io/ctkp/query/,https://multiomics.ci.transltr.io/ctkp/query/,https://multiomics.test.transltr.io/ctkp/query/
https://smart-api.info/ui/1aa030d12bd9e2cb3185d97282bee1de,CATRAX Pharmacogenomics KP - TRAPI 1.5.0,https://multiomics.transltr.io/PharmacogenomicsKG/query/,https://multiomics.ci.transltr.io/PharmacogenomicsKG/query/,https://multiomics.test.transltr.io/PharmacogenomicsKG/query/
